# Type                      | Price  | Qty  | Rar  | Sells  | Buys   | World             | Category            | Material            | Market
---------------------------------------------------------------------------------------------------------------------------------------------
AbbatoirDeed              |    440 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
SmithHammer               |     23 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Smith
Snowman                   |    230 |    3 |    0 | false  | false  | World.None        | Category.Christmas  | Material.None       | Market.None
SnowPileDeco              |     80 |    3 |    0 | false  | false  | World.None        | Category.Christmas  | Material.None       | Market.None
SongBook                  |     24 |    5 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Bard
SorcererRobe              |     40 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Wizard
TribalSpear               |     35 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
Spear                     |     31 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
SpecialBeardDye           |    500 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Barber
SpecialFishingNet         |    160 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fisherman
SpecialHairDye            |    500 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Barber
SpecialSeaweed            |     80 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fisherman
Spellbook                 |     18 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Mage
SphinxStatue              |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
SpiderRobe                |     40 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
SpikedClub                |     28 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
SpinningHourglass         |    140 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Mage
SpinningwheelEastDeed     |    332 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tailor
SpinningwheelSouthDeed    |    332 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tailor
SpoolOfThread             |      4 |   -1 |    0 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Tailor
SpoonLeft                 |      2 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
SpoonRight                |      2 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
Springs                   |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
Spyglass                  |     12 |    5 |   50 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
SquareGozaMatEastDeed     |     70 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
SquareGozaMatSouthDeed    |     70 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
Squash                    |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
SquireShirt               |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
StableCrate               |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stable
StableStone               |   5000 |    3 |   50 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Stable
StagCap                   |     50 |    5 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StandardPlateKabuto       |     74 |    0 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Metal      | Market.Monk,Market.Smith
StandingBrokenChairDeed   |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
DDRelicStatue             |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Art
StatueAdventurer          |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueAmazon              |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueAngelTall           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueBust                |    300 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueCapeWarrior         |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueDaemon              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueDemonicFace         |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueDesertGod           |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueDruid               |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueDwarf               |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueEast                |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueElvenKnight         |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueElvenPriestess      |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueElvenSorceress      |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueElvenWarrior        |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueFighter             |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueGargoyleBust        |    300 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueGargoyleTall        |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueGateGuardian        |   1500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueGiantWarrior        |   1500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueGryphon             |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueGuardian            |   1500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueHorseRider          |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueMermaid             |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueMinotaurAttack      |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueMinotaurDefend      |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueNoble               |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueNorth               |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatuePegasus             |    720 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatuePriest              |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueSeaHorse            |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueSouth               |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueSwordsman           |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueWiseManTall         |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueWizard              |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueWolfWinged          |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueWomanTall           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StatueWomanWarriorPillar  |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StealBag                  |      1 |    0 |    0 | false  | true   | World.None        | Category.None       | Material.None       | Market.Thief
StealBox                  |      1 |    0 |    0 | false  | true   | World.None        | Category.None       | Material.None       | Market.Thief
StealMetalBox             |      1 |    0 |    0 | false  | true   | World.None        | Category.None       | Material.None       | Market.Thief
StolenChest               |      1 |    0 |    0 | false  | true   | World.None        | Category.None       | Material.None       | Market.Thief
StoneAmphora              |     60 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneAnkhDeed             |   5000 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneBenchLong            |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneBenchShort           |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneBlock                |     70 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneBuddhistSculpture    |     90 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneCasket               |    180 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneChair                |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneChairs               |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneCoffin               |    180 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneColumn               |    200 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneFancyPedestal        |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneGargoyleVase         |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneGothicColumn         |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneLargeAmphora         |     70 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneLargeVase            |     70 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneMingSculpture        |     80 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneMingUrn              |     60 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneMiningBook           |  10625 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneOrnateAmphora        |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneOrnateUrn            |     80 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneOrnateVase           |     70 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneOvenEastDeed         |    370 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneOvenSouthDeed        |    370 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StonePedestal             |     80 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneQinSculpture         |     80 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneQinUrn               |     60 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneRoughPillar          |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneSarcophagus          |    400 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Stone
StoneSteps                |     70 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneTableLong            |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneTableShort           |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneTombStoneA           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneB           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneC           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneD           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneE           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneF           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneG           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneH           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneI           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneJ           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneK           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneL           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneM           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneN           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneO           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneP           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneQ           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneR           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneS           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneTombStoneT           |     70 |    0 |    0 | false  | false  | World.None        | Category.Halloween  | Material.None       | Market.Evil
StoneVase                 |     60 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneWellDeed             |    500 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
StoneWizardTable          |   1160 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Stone
StoneYuanSculpture        |     80 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
StoneYuanUrn              |     60 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
Stool                     |     12 |    1 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
StrawHat                  |      7 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
StuddedArms               |     87 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedBustierArms        |    120 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedChest              |    128 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedHideChest          |    128 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
HideChest                 |     96 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedDo                 |    130 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
StuddedGloves             |     79 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedGorget             |     73 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedHaidate            |     76 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
StuddedHiroSode           |     73 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
StuddedLegs               |    103 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedMempo              |     61 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
StuddedSkirt              |    103 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
StuddedSuneate            |     78 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
SunkenBag                 |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Sailor
SunkenChest               |   1600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Sailor
SunShield                 |    256 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
SupplyCrate               |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Provisions
Surcoat                   |     14 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
SushiPlatter              |      3 |   15 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
SushiRolls                |      3 |   15 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
SweetDough                |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
SwordsAndShackles         |     50 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sailor
DDRelicTablet             |      1 |    0 |  200 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
TableWithBlueClothDeed    |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
TableWithOrangeClothDeed  |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
TableWithPurpleClothDeed  |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
TableWithRedClothDeed     |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
TailorCrate               |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tailor
TallCabinet               |    178 |    1 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
TallMusicStand            |    114 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
TallStatueLion            |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
TallStrawHat              |      8 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
Tambourine                |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
TambourineTassel          |     86 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
TapestryOfSosaria         |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Art
TarotDeck                 |      5 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Inn
tarotpoker                |      5 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Inn
TastyHeart                |     40 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
TattsukeHakama            |     16 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.Cloth      | Market.Monk
TavernCrate               |    400 |    5 |   75 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
TavernTable               |   1100 |   30 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
Tekagi                    |     55 |   15 |    0 | false  | false  | World.Orient      | Category.Weapon     | Material.Metal      | Market.Monk,Market.Smith
TenFootPole               |    500 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Provisions
CampersTent               |    500 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Supplies
SmallTent                 |    200 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Supplies
Tessen                    |     83 |   15 |    0 | false  | false  | World.Orient      | Category.Weapon     | Material.Metal      | Market.Monk,Market.Smith
Tetsubo                   |     43 |   15 |    0 | false  | false  | World.Orient      | Category.Weapon     | Material.Metal      | Market.Monk,Market.Smith
ThermalDetonator          |     76 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
ThighBoots                |     15 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Shoes
ThinLongsword             |     27 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
Throne                    |     48 |    1 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
ThrowingGloves            |     26 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Leather    | Market.Leather
ThrowingWeapon            |      2 |  120 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Leather    | Market.Leather
TinkerCrate               |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
TinkerTools               |      6 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
DDRelicGrave              |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
TomeOfWands               |    800 |    0 |    0 | false  | false  | World.None        | Category.Wand       | Material.None       | Market.Mage
TrinketTorch              |      8 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Provisions,Market.Sage
Torch                     |      8 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Provisions
Torso                     |     20 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
TrainingDaemonEastDeed    |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fighter
TrainingDaemonSouthDeed   |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fighter
TrainingDummyEastDeed     |    250 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fighter
TrainingDummySouthDeed    |    250 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fighter
TrapKit                   |    420 |    3 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Thief
TreasureCrate             |    400 |    5 |   50 | false  | false  | World.None        | Category.None       | Material.None       | Market.Banker
TreasurePile01AddonDeed   |  12000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TreasurePile02AddonDeed   |  12000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TreasurePile03AddonDeed   |  12000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TreasurePile04AddonDeed   |  12000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TreasurePile05AddonDeed   |  12000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TreasurePile2AddonDeed    |  20000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TreasurePile3AddonDeed    |  20000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TreasurePileAddonDeed     |  20000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
TricorneHat               |      8 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Sailor,Market.Tailor
TrinketTalisman           |    200 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Sage
TrulyRareFish             |    240 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fisherman
Trumpet                   |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
Tub                       |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Art
Tunic                     |     18 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
TwoHandedAxe              |     32 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
UnbakedApplePie           |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UnbakedFruitPie           |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UnbakedMeatPie            |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UnbakedPeachCobbler       |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UnbakedPumpkinPie         |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UnbakedQuiche             |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UncookedCheesePizza       |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UncookedSausagePizza      |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
UndertakerKit             |      6 |   20 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Undertaker
UnmadeBedDeed             |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
VagabondRobe              |     40 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
VampireHead               |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
VanityDeed                |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Carpenter
DDRelicVase               |      1 |    0 |  200 | false  | false  | World.None        | Category.None       | Material.None       | Market.Art
Vase                      |    456 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
VendorRentalContract      |   1252 |   15 |    0 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
VirtueShield              |    256 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
Wakizashi                 |     38 |   15 |    0 | false  | false  | World.Orient      | Category.Weapon     | Material.Metal      | Market.Monk,Market.Smith
WallBannerDeed            |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Art
WallSconce                |    120 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
WallTorch                 |     50 |   20 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
MagicalWand               |      1 |    0 |    0 | false  | false  | World.None        | Category.Wand       | Material.None       | Market.Mage
WizardWand                |      5 |    0 |    0 | false  | false  | World.None        | Category.Wand       | Material.None       | Market.Mage
WarAxe                    |     29 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
WarCleaver                |     25 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
WarHammer                 |     25 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
Warhorse                  |  10000 |   10 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Paladin
WarFork                   |     31 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
WarMace                   |     31 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
Wasabi                    |      2 |   15 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
WasabiClumps              |     34 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
WaterBarrel               |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Farmer
Watermelon                |      7 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
WaterTroughEastDeed       |    638 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stable
WaterTroughSouthDeed      |    638 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stable
WaxingPot                 |     50 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
WaxPainting               |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
WaxPaintingA              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
WaxPaintingB              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
WaxPaintingC              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
WaxPaintingD              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Painter
